,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_Bos_2018_abstract_keywords.json,1.0,1.0,1.0,1.0,1.0,0.8148072190319935,0.011209277903339953,0.8888888888888888,59.55555555555556,9,2,4,6,8,136,13,49,65,83,4731,4854,4818,4802,4784,0,7,5,3,1,0,0.997329,0.989932,0.986645,0.982946
