,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_Oud_2018_abstract.json,0.7894736842105263,0.8421052631578947,1.0,1.0,1.0,0.6578947368421053,0.08949064390299057,0.6842105263157895,93.3157894736842,1,4,9,14,17,11,19,54,64,231,920,912,877,867,700,18,15,10,5,2,0.988185,0.979592,0.941998,0.931257,0.75188
