,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_Muthu_2021_abstract.json,0.3402985074626866,0.6,0.8835820895522388,0.9880597014925373,1.0,0.3382407066617593,0.18793062395829419,0.2417910447761194,615.6507462686567,33,83,167,251,301,32,87,288,659,1095,2350,2295,2094,1723,1287,302,252,168,84,34,0.986566,0.963476,0.879093,0.723342,0.540302
