record_id,td_sim_0,record_atd
422,179.0,179.0
749,1091.0,1091.0
979,15.0,15.0
1059,143.0,143.0
1096,222.0,222.0
1142,51.0,51.0
1167,68.0,68.0
1777,45.0,45.0
1802,2.0,2.0
2007,59.0,59.0
2468,429.0,429.0
2782,77.0,77.0
3295,350.0,350.0
3326,67.0,67.0
3330,73.0,73.0
3935,62.0,62.0
4072,52.0,52.0
4260,12.0,12.0
average_simulation_TD,166.5,
