record_id,td_sim_0,record_atd
29,72.0,72.0
63,81.0,81.0
146,19.0,19.0
162,249.0,249.0
228,22.0,22.0
255,340.0,340.0
256,14.0,14.0
376,32.0,32.0
478,23.0,23.0
543,114.0,114.0
567,251.0,251.0
626,113.0,113.0
641,24.0,24.0
682,38.0,38.0
804,95.0,95.0
843,86.0,86.0
845,40.0,40.0
870,156.0,156.0
933,61.0,61.0
average_simulation_TD,96.3157894736842,
