,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.9,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.9,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.9,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.9,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.9
0,metrics_sim_Appenzeller-Herzog_2019_abstract.json,0.92,0.96,0.96,1.0,1.0,0.8011145942180425,0.0555024595924104,0.84,170.96,2,6,12,18,22,9,19,61,120,206,2837,2827,2785,2726,2640,23,19,13,7,3,0.996838,0.993324,0.978566,0.957836,0.927618
1,metrics_sim_Appenzeller-Herzog_2019_abstract_keywords.json,0.88,0.96,0.96,1.0,1.0,0.765586903517938,0.058425860857343644,0.8,179.28,2,6,12,18,22,5,20,49,117,207,2841,2826,2797,2729,2639,23,19,13,7,3,0.998243,0.992973,0.982783,0.95889,0.927266
2,metrics_sim_Bos_2018_abstract.json,1.0,1.0,1.0,1.0,1.0,0.8125512715340443,0.01276168298974956,0.8888888888888888,67.11111111111111,9,2,4,6,8,140,25,36,77,94,4727,4842,4831,4790,4773,0,7,5,3,1,0.0,0.994863,0.992603,0.984179,0.980686
3,metrics_sim_Bos_2018_abstract_keywords.json,1.0,1.0,1.0,1.0,1.0,0.8148072190319935,0.011209277903339953,0.8888888888888888,59.55555555555556,9,2,4,6,8,136,13,49,65,83,4731,4854,4818,4802,4784,0,7,5,3,1,0.0,0.997329,0.989932,0.986645,0.982946
4,metrics_sim_Brouwer_2019_abstract.json,1.0,1.0,1.0,1.0,1.0,0.8904544500419815,0.00822795635365995,0.9016393442622951,344.08196721311475,6,15,30,45,54,13,41,105,191,526,38038,38010,37946,37860,37525,55,46,31,16,7,0.999658,0.998922,0.997241,0.99498,0.986176
5,metrics_sim_Brouwer_2019_abstract_keywords.json,1.0,1.0,1.0,1.0,1.0,0.8936555415617129,0.008945285253484215,0.9016393442622951,371.37704918032784,6,15,30,45,54,19,30,106,243,714,38032,38021,37945,37808,37337,55,46,31,16,7,0.999501,0.999212,0.997214,0.993614,0.981236
6,metrics_sim_Chou_2003_abstract.json,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.9285714285714286,1.0,0.43441762854144805,0.1117109634551495,0.7142857142857143,218.85714285714286,1,3,7,10,12,1,9,30,53,179,1891,1883,1862,1839,1713,13,11,7,4,2,0.999471,0.995243,0.984144,0.971987,0.905391
7,metrics_sim_Chou_2003_abstract_keywords.json,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9285714285714286,1.0,0.42444910807974817,0.1175249169435216,0.7857142857142857,229.85714285714286,1,3,7,10,12,0,8,32,62,159,1892,1884,1860,1830,1733,13,11,7,4,2,1.0,0.995772,0.983087,0.96723,0.915962
8,metrics_sim_Chou_2004_abstract.json,0.25,0.375,0.625,1.0,1.0,0.13022113022113022,0.38657407407407407,0.125,630.75,8,2,4,6,7,1113,51,710,965,1104,507,1569,910,655,516,0,6,4,2,1,0.0,0.968519,0.561728,0.404321,0.318519
9,metrics_sim_Chou_2004_abstract_keywords.json,0.25,0.375,0.5,1.0,1.0,0.09828009828009827,0.3969135802469136,0.125,647.5,8,2,4,6,7,1163,32,731,905,1156,457,1588,889,715,464,0,6,4,2,1,0.0,0.980247,0.548765,0.441358,0.28642
10,metrics_sim_Donners_2021_abstract.json,0.5,0.9285714285714286,0.9285714285714286,1.0,1.0,0.6796875,0.10802833530106257,0.42857142857142855,33.642857142857146,1,3,7,10,12,0,0,14,18,34,242,242,228,224,208,13,11,7,4,2,1.0,1.0,0.942149,0.92562,0.859504
11,metrics_sim_Donners_2021_abstract_keywords.json,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.65625,0.10271546635182999,0.5714285714285714,32.357142857142854,1,3,7,10,12,0,1,13,17,34,242,241,229,225,208,13,11,7,4,2,1.0,0.995868,0.946281,0.929752,0.859504
12,metrics_sim_Hall_2012_abstract.json,0.9902912621359223,1.0,1.0,1.0,1.0,0.9092253441019225,0.008288410305923581,0.8932038834951457,124.00970873786407,10,25,51,77,92,7,16,45,72,99,8681,8672,8643,8616,8589,93,78,52,26,11,0.999194,0.998158,0.99482,0.991713,0.988605
13,metrics_sim_Hall_2012_abstract_keywords.json,0.9902912621359223,1.0,1.0,1.0,1.0,0.9085428278921625,0.009545584580450213,0.8932038834951457,134.93203883495147,10,25,51,77,92,10,22,53,92,129,8678,8666,8635,8596,8559,93,78,52,26,11,0.998849,0.997468,0.9939,0.989411,0.985152
14,metrics_sim_Jeyaraman_2020_abstract.json,0.5473684210526316,0.7789473684210526,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.5404944586530265,0.11128796016014061,0.45263157894736844,167.96842105263158,9,23,47,71,85,11,20,48,153,345,1067,1058,1030,925,733,86,72,48,24,10,0.989796,0.981447,0.955473,0.858071,0.679963
15,metrics_sim_Jeyaraman_2020_abstract_keywords.json,0.5473684210526316,0.7684210526315789,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.5413469735720375,0.11694170491162972,0.45263157894736844,174.06315789473683,9,23,47,71,85,12,20,52,175,373,1066,1058,1026,903,705,86,72,48,24,10,0.988868,0.981447,0.951763,0.837662,0.653989
16,metrics_sim_Leenaars_2019_abstract.json,1.0,1.0,1.0,1.0,1.0,0.8962134251290877,0.004217725232999655,0.875,32.9375,1,4,8,12,14,0,1,7,32,37,5794,5793,5787,5762,5757,15,12,8,4,2,1.0,0.999827,0.998792,0.994477,0.993614
17,metrics_sim_Leenaars_2019_abstract_keywords.json,1.0,1.0,1.0,1.0,1.0,0.8955249569707401,0.0034734207801173627,0.875,28.625,1,4,8,12,14,0,5,9,28,38,5794,5789,5785,5766,5756,15,12,8,4,2,1.0,0.999137,0.998447,0.995167,0.993441
18,metrics_sim_Leenaars_2020_abstract.json,0.4793814432989691,0.8298969072164949,0.9862542955326461,0.9982817869415808,1.0,0.5734682561685611,0.11097552634524269,0.3797250859106529,1027.4896907216496,58,145,291,436,523,24,124,470,1061,1766,6608,6508,6162,5571,4866,524,437,291,146,59,0.996381,0.981303,0.929131,0.840018,0.733715
19,metrics_sim_Leenaars_2020_abstract_keywords.json,0.49140893470790376,0.8195876288659794,0.9862542955326461,0.9982817869415808,1.0,0.5759634044912669,0.11283649202657944,0.3917525773195876,1039.8316151202748,58,145,291,436,523,24,124,459,1104,1826,6608,6508,6173,5528,4806,524,437,291,146,59,0.996381,0.981303,0.93079,0.833534,0.724668
20,metrics_sim_Meijboom_2021_abstract.json,0.6388888888888888,0.9444444444444444,1.0,1.0,1.0,0.6852272727272727,0.08534096893101632,0.5277777777777778,90.52777777777777,3,9,18,27,32,8,17,37,92,148,836,827,807,752,696,33,27,18,9,4,0.990521,0.979858,0.956161,0.890995,0.824645
21,metrics_sim_Meijboom_2021_abstract_keywords.json,0.5277777777777778,0.9444444444444444,1.0,1.0,1.0,0.6920454545454545,0.09004739336492891,0.4166666666666667,94.5,3,9,18,27,32,5,17,39,103,153,839,827,805,741,691,33,27,18,9,4,0.994076,0.979858,0.953791,0.877962,0.81872
22,metrics_sim_Menon_2022_abstract.json,0.4383561643835616,0.8493150684931506,0.9726027397260274,0.9726027397260274,0.9863013698630136,0.656731757451182,0.12068493150684932,0.3424657534246575,145.6164383561644,7,18,36,54,65,36,38,68,117,193,864,862,832,783,707,66,55,37,19,8,0.96,0.957778,0.924444,0.87,0.785556
23,metrics_sim_Menon_2022_abstract_keywords.json,0.5068493150684932,0.8767123287671232,0.9726027397260274,0.9726027397260274,0.9863013698630136,0.6187050359712231,0.11100456621004566,0.410958904109589,136.9041095890411,7,18,36,54,65,27,31,57,95,183,873,869,843,805,717,66,55,37,19,8,0.97,0.965556,0.936667,0.894444,0.796667
